chrom	intron_start	intron_end	strand	reads	novel	gene	role	notes
chr9	35062349	35062975	+	1	True			uniquely-placed split-alignment cluster
chr9	35062351	35062977	-	2	False			uniquely-placed split-alignment cluster
chr9	35063081	35064153	+	1	False			uniquely-placed split-alignment cluster
chr9	35063081	35064153	-	1	False			uniquely-placed split-alignment cluster
chr9	35064285	35065249	+	4	True			uniquely-placed split-alignment cluster
chr9	35065381	35066673	+	2	True			uniquely-placed split-alignment cluster
chr9	35065381	35066673	-	3	True			uniquely-placed split-alignment cluster
chr9	35066818	35067890	+	1	False			uniquely-placed split-alignment cluster
chr9	35066818	35067890	-	1	False			uniquely-placed split-alignment cluster
chr9	35068064	35068250	+	1	False			uniquely-placed split-alignment cluster
chr9	35068064	35068250	-	1	False			uniquely-placed split-alignment cluster
chr9	35068363	35072336	+	2	False			uniquely-placed split-alignment cluster
chr9	35068363	35072336	-	2	False			uniquely-placed split-alignment cluster
chr9	35100727	35100931	+	1	False			uniquely-placed split-alignment cluster
chr9	35101560	35101708	+	1	True			uniquely-placed split-alignment cluster
chr9	35101561	35101709	-	1	False			uniquely-placed split-alignment cluster
chr9	35101562	35101710	+	1	True			uniquely-placed split-alignment cluster
chr9	35101963	35102094	+	3	False			uniquely-placed split-alignment cluster
chr9	35101963	35102094	-	1	False			uniquely-placed split-alignment cluster
chr9	35105373	35105679	+	1	True			uniquely-placed split-alignment cluster
chr9	35650081	35650182	+	1	True			uniquely-placed split-alignment cluster
chr9	35650245	35650355	+	1	True			uniquely-placed split-alignment cluster
chr9	35697917	35698043	+	1	False			uniquely-placed split-alignment cluster
chr9	35700375	35703557	+	1	True			uniquely-placed split-alignment cluster
chr9	35704174	35704330	+	2	True			uniquely-placed split-alignment cluster
chr9	35704816	35705550	+	1	False			uniquely-placed split-alignment cluster
chr9	35706365	35706447	+	1	True			uniquely-placed split-alignment cluster
chr9	35706551	35706766	+	1	True			uniquely-placed split-alignment cluster
chr9	35706900	35707070	+	1	True			uniquely-placed split-alignment cluster
chr9	35708484	35710559	+	1	True			uniquely-placed split-alignment cluster
chr9	35711396	35711595	+	1	True			uniquely-placed split-alignment cluster
chr9	35711793	35712004	+	1	False			uniquely-placed split-alignment cluster
chr9	35713299	35713952	+	1	False			uniquely-placed split-alignment cluster
chr9	35714081	35714237	+	1	True			uniquely-placed split-alignment cluster
chr9	35714877	35715058	+	1	False			uniquely-placed split-alignment cluster
chr9	35717786	35718810	+	1	True			uniquely-placed split-alignment cluster
chr9	35717786	35718810	-	1	True			uniquely-placed split-alignment cluster
chr9	35719627	35719738	+	1	True			uniquely-placed split-alignment cluster
chr9	35720913	35721646	+	1	True			uniquely-placed split-alignment cluster
chr9	35720913	35721646	-	1	True			uniquely-placed split-alignment cluster
chr9	35724335	35724571	+	1	False			uniquely-placed split-alignment cluster
chr9	35724335	35724571	-	1	False			uniquely-placed split-alignment cluster
chr9	35724724	35724828	+	1	True			uniquely-placed split-alignment cluster
chr9	35724725	35724829	-	2	False			uniquely-placed split-alignment cluster
chr9	35724959	35725222	+	1	True			uniquely-placed split-alignment cluster
chr9	35724959	35725222	-	1	True			uniquely-placed split-alignment cluster
chr9	35725322	35725564	+	1	False			uniquely-placed split-alignment cluster
chr9	35736133	35736226	+	1	False			uniquely-placed split-alignment cluster
chr9	35749872	35750242	+	1	False			uniquely-placed split-alignment cluster
chr9	36197589	36198978	+	2	False			uniquely-placed split-alignment cluster
chr9	36199096	36204066	-	2	True			uniquely-placed split-alignment cluster
chr9	36199097	36204067	+	2	False			uniquely-placed split-alignment cluster
chr9	36204177	36211599	-	1	True			uniquely-placed split-alignment cluster
chr9	36204180	36211602	+	1	False			uniquely-placed split-alignment cluster
chr9	36594772	36597221	+	1	False			uniquely-placed split-alignment cluster
chr9	36607673	36630297	+	1	True			uniquely-placed split-alignment cluster
chr9	36669407	36670997	+	1	False			uniquely-placed split-alignment cluster
chr9	36966723	37002450	+	1	True			uniquely-placed split-alignment cluster
chr9	37354825	37356834	+	1	False			uniquely-placed split-alignment cluster
chr9	37424976	37425921	+	1	False			uniquely-placed split-alignment cluster
chr9	37425995	37426537	+	3	False			uniquely-placed split-alignment cluster
chr9	37426655	37428483	+	1	False			uniquely-placed split-alignment cluster
chr9	37426655	37428483	-	3	False			uniquely-placed split-alignment cluster
chr9	37428573	37429731	+	1	False			uniquely-placed split-alignment cluster
chr9	37429836	37430509	-	1	True			uniquely-placed split-alignment cluster
chr9	37429837	37430510	+	3	False			uniquely-placed split-alignment cluster
chr9	37430644	37432004	-	1	True			uniquely-placed split-alignment cluster
chr9	37430647	37432007	+	2	False			uniquely-placed split-alignment cluster
chr9	37432138	37436659	+	2	True			uniquely-placed split-alignment cluster
chr9	37432138	37436659	-	2	True			uniquely-placed split-alignment cluster
chr9	37442555	37465213	+	2	True			uniquely-placed split-alignment cluster
chr9	37492716	37493558	+	1	False			uniquely-placed split-alignment cluster
chr9	37521839	37522824	+	1	False			uniquely-placed split-alignment cluster
chr9	37588933	37592411	+	3	False			uniquely-placed split-alignment cluster
chr9	37588933	37592411	-	1	False			uniquely-placed split-alignment cluster
chr9	37948755	37955882	+	1	False			uniquely-placed split-alignment cluster
chr9	41007609	41011615	+	1	True			uniquely-placed split-alignment cluster
chr9	41216111	41217086	+	1	True			uniquely-placed split-alignment cluster
chr9	63056104	63056349	+	1	True			uniquely-placed split-alignment cluster
chr9	68705761	68742498	+	1	True			uniquely-placed split-alignment cluster
chr9	68705761	68818458	+	1	True			uniquely-placed split-alignment cluster
chr9	68957212	68975663	+	1	True			uniquely-placed split-alignment cluster
chr9	69212602	69216338	+	1	False			uniquely-placed split-alignment cluster
chr9	69218360	69220886	+	1	False			uniquely-placed split-alignment cluster
chr9	69228115	69229183	+	1	False			uniquely-placed split-alignment cluster
chr9	70277473	70278490	+	1	False			uniquely-placed split-alignment cluster
chr9	70305359	70314739	+	1	True			uniquely-placed split-alignment cluster
chr9	70344270	70347065	+	1	True			uniquely-placed split-alignment cluster
chr9	72356101	72356929	+	1	True			uniquely-placed split-alignment cluster
chr9	72356104	72356932	+	1	True			uniquely-placed split-alignment cluster
chr9	72357057	72359417	+	1	False			uniquely-placed split-alignment cluster
chr9	72359522	72360109	+	1	False			uniquely-placed split-alignment cluster
chr9	72359522	72360109	-	2	False			uniquely-placed split-alignment cluster
chr9	72360788	72363469	+	1	False			uniquely-placed split-alignment cluster
chr9	73151925	73158521	+	1	False			uniquely-placed split-alignment cluster
chr9	73158602	73158694	+	1	False			uniquely-placed split-alignment cluster
chr9	75088727	75117503	+	3	False			uniquely-placed split-alignment cluster
chr9	77214387	77219953	+	1	False			uniquely-placed split-alignment cluster
chr9	78248873	78251906	+	1	True			uniquely-placed split-alignment cluster
chr9	78300663	78301953	+	1	False			uniquely-placed split-alignment cluster
chr9	79718972	79720045	+	1	False			uniquely-placed split-alignment cluster
chr9	83665146	83666349	+	1	False			uniquely-placed split-alignment cluster
chr9	83665146	83666349	-	2	False			uniquely-placed split-alignment cluster
chr9	83666434	83669184	+	1	False			uniquely-placed split-alignment cluster
chr9	83677962	83678440	+	1	False			uniquely-placed split-alignment cluster
chr9	83683066	83686002	+	1	True			uniquely-placed split-alignment cluster
chr9	83686156	83707499	+	2	False			uniquely-placed split-alignment cluster
chr9	83753359	83780380	+	1	True			uniquely-placed split-alignment cluster
chr9	83889272	83891296	+	1	True			uniquely-placed split-alignment cluster
chr9	83955640	83956162	+	1	True			uniquely-placed split-alignment cluster
chr9	83969381	83970161	+	2	False			uniquely-placed split-alignment cluster
chr9	83969381	83970161	-	1	False			uniquely-placed split-alignment cluster
chr9	83969441	83970161	+	4	False			uniquely-placed split-alignment cluster
chr9	83969441	83970161	-	1	False			uniquely-placed split-alignment cluster
chr9	83970332	83970736	+	2	False			uniquely-placed split-alignment cluster
chr9	83970332	83970736	-	13	False			uniquely-placed split-alignment cluster
chr9	83971355	83971669	+	1	True			uniquely-placed split-alignment cluster
chr9	83971357	83971671	-	2	False			uniquely-placed split-alignment cluster
chr9	83971727	83971881	+	4	False			uniquely-placed split-alignment cluster
chr9	83972190	83972843	+	6	False			uniquely-placed split-alignment cluster
chr9	83972190	83972843	-	2	False			uniquely-placed split-alignment cluster
chr9	83972973	83973285	+	3	False			uniquely-placed split-alignment cluster
chr9	83972973	83973285	-	5	False			uniquely-placed split-alignment cluster
chr9	83973400	83973901	+	7	False			uniquely-placed split-alignment cluster
chr9	83973400	83973901	-	2	False			uniquely-placed split-alignment cluster
chr9	83973973	83974515	+	2	True			uniquely-placed split-alignment cluster
chr9	83973974	83974516	-	6	False			uniquely-placed split-alignment cluster
chr9	83974590	83975461	-	1	False			uniquely-placed split-alignment cluster
chr9	83977052	83977688	+	2	False			uniquely-placed split-alignment cluster
chr9	83977052	83977688	-	5	False			uniquely-placed split-alignment cluster
chr9	83977785	83978192	+	3	True			uniquely-placed split-alignment cluster
chr9	83977787	83978194	-	4	False			uniquely-placed split-alignment cluster
chr9	83978280	83978372	-	4	False			uniquely-placed split-alignment cluster
chr9	83978282	83978375	+	3	True			uniquely-placed split-alignment cluster
chr9	84727960	84741891	+	1	False			uniquely-placed split-alignment cluster
chr9	85829607	85837758	+	1	True			uniquely-placed split-alignment cluster
chr9	86322476	86322872	+	1	False			uniquely-placed split-alignment cluster
chr9	86323961	86325333	+	1	False			uniquely-placed split-alignment cluster
chr9	87498108	87498969	+	1	False			uniquely-placed split-alignment cluster
chr9	87638082	87639353	+	1	False			uniquely-placed split-alignment cluster
chr9	88388539	88415606	+	1	True			uniquely-placed split-alignment cluster
chr9	89311351	89315168	-	2	True			uniquely-placed split-alignment cluster
chr9	89311352	89315169	+	2	False			uniquely-placed split-alignment cluster
chr9	89315298	89316372	+	2	False			uniquely-placed split-alignment cluster
chr9	89388789	89388873	+	1	True			uniquely-placed split-alignment cluster
chr9	89392537	89393561	+	1	False			uniquely-placed split-alignment cluster
chr9	89403017	89405350	+	2	False			uniquely-placed split-alignment cluster
chr9	89403017	89405350	-	1	False			uniquely-placed split-alignment cluster
chr9	90862345	90864588	+	1	False			uniquely-placed split-alignment cluster
chr9	90867200	90874203	+	1	False			uniquely-placed split-alignment cluster
chr9	90874290	90874669	-	1	True			uniquely-placed split-alignment cluster
chr9	90874292	90874671	+	1	False			uniquely-placed split-alignment cluster
chr9	90878954	90887748	+	1	False			uniquely-placed split-alignment cluster
chr9	90888628	90895527	+	1	False			uniquely-placed split-alignment cluster
chr9	91298077	91325317	+	1	False			uniquely-placed split-alignment cluster
chr9	92050066	92055402	+	1	True			uniquely-placed split-alignment cluster
chr9	92059309	92067965	+	1	False			uniquely-placed split-alignment cluster
chr9	92222673	92223345	+	1	False			uniquely-placed split-alignment cluster
chr9	92229125	92240853	+	1	True			uniquely-placed split-alignment cluster
chr9	92229127	92240855	-	1	False			uniquely-placed split-alignment cluster
chr9	92245071	92247375	+	1	True			uniquely-placed split-alignment cluster
chr9	92247551	92249856	+	1	True			uniquely-placed split-alignment cluster
chr9	92247552	92249857	-	1	False			uniquely-placed split-alignment cluster
chr9	92250834	92251806	+	1	True			uniquely-placed split-alignment cluster
chr9	92250835	92251807	-	1	False			uniquely-placed split-alignment cluster
chr9	92253454	92256679	+	1	False			uniquely-placed split-alignment cluster
chr9	92253454	92256679	-	1	False			uniquely-placed split-alignment cluster
chr9	92258999	92260150	+	1	False			uniquely-placed split-alignment cluster
chr9	92263054	92264926	+	1	True			uniquely-placed split-alignment cluster
chr9	92271076	92271531	+	2	True			uniquely-placed split-alignment cluster
chr9	92271655	92274424	+	2	True			uniquely-placed split-alignment cluster
chr9	92274522	92277862	+	1	False			uniquely-placed split-alignment cluster
chr9	92277924	92278198	+	1	False			uniquely-placed split-alignment cluster
chr9	92280893	92285720	+	1	True			uniquely-placed split-alignment cluster
chr9	92285838	92286533	+	1	True			uniquely-placed split-alignment cluster
chr9	92287910	92288124	+	1	True			uniquely-placed split-alignment cluster
chr9	92287910	92288124	-	1	True			uniquely-placed split-alignment cluster
chr9	92332352	92337540	+	1	False			uniquely-placed split-alignment cluster
chr9	93075973	93077845	+	2	False			uniquely-placed split-alignment cluster
chr9	93075973	93077877	+	1	True			uniquely-placed split-alignment cluster
chr9	93335660	93335874	+	1	True			uniquely-placed split-alignment cluster
chr9	93452390	93471140	+	1	False			uniquely-placed split-alignment cluster
chr9	93556589	93557823	+	1	True			uniquely-placed split-alignment cluster
chr9	93556589	93557823	-	1	True			uniquely-placed split-alignment cluster
chr9	93562305	93564228	+	1	False			uniquely-placed split-alignment cluster
chr9	93676964	93677587	+	1	False			uniquely-placed split-alignment cluster
chr9	94259346	94261226	+	1	True			uniquely-placed split-alignment cluster
chr9	94458459	94459158	-	1	True			uniquely-placed split-alignment cluster
chr9	94458465	94459160	+	1	False			uniquely-placed split-alignment cluster
chr9	95923380	95928078	+	1	False			uniquely-placed split-alignment cluster
chr9	96324168	96336714	+	1	True			uniquely-placed split-alignment cluster
chr9	96958896	96972850	+	1	True			uniquely-placed split-alignment cluster
chr9	97501804	97524140	+	1	False			uniquely-placed split-alignment cluster
chr9	97565956	97568893	+	1	False			uniquely-placed split-alignment cluster
chr9	97640883	97641561	+	1	False			uniquely-placed split-alignment cluster
chr9	97656086	97658639	+	1	False			uniquely-placed split-alignment cluster
chr9	97664444	97666762	+	1	False			uniquely-placed split-alignment cluster
chr9	97666878	97668845	+	1	False			uniquely-placed split-alignment cluster
chr9	97669701	97671083	-	1	True			uniquely-placed split-alignment cluster
chr9	97669703	97671081	+	1	True			uniquely-placed split-alignment cluster
chr9	97983610	97994630	+	2	False			uniquely-placed split-alignment cluster
chr9	97994779	97998553	-	5	True			uniquely-placed split-alignment cluster
chr9	97994781	97998555	+	4	False			uniquely-placed split-alignment cluster
chr9	97998678	98004962	-	3	True			uniquely-placed split-alignment cluster
chr9	97998679	98004963	+	1	False			uniquely-placed split-alignment cluster
chr9	98005154	98011270	+	1	False			uniquely-placed split-alignment cluster
chr9	98012473	98015363	+	1	False			uniquely-placed split-alignment cluster
chr9	98081083	98082845	+	1	False			uniquely-placed split-alignment cluster
chr9	98088006	98091908	+	1	False			uniquely-placed split-alignment cluster
chr9	99222367	99222545	+	2	False			uniquely-placed split-alignment cluster
chr9	99222642	99227896	-	5	True			uniquely-placed split-alignment cluster
chr9	99222644	99227898	+	2	False			uniquely-placed split-alignment cluster
chr9	99228001	99230336	+	2	False			uniquely-placed split-alignment cluster
chr9	99228001	99230336	-	1	False			uniquely-placed split-alignment cluster
chr9	99825833	99828040	+	1	False			uniquely-placed split-alignment cluster
chr9	99960156	99967652	+	1	False			uniquely-placed split-alignment cluster
chr9	99967740	99968433	+	1	False			uniquely-placed split-alignment cluster
chr9	100007690	100016321	-	1	False			uniquely-placed split-alignment cluster
chr9	100020732	100022041	-	1	False			uniquely-placed split-alignment cluster
chr9	100022227	100052416	+	2	False			uniquely-placed split-alignment cluster
chr9	100022227	100052416	-	1	False			uniquely-placed split-alignment cluster
chr9	100052531	100057817	+	1	True			uniquely-placed split-alignment cluster
chr9	100060171	100098781	-	1	True			uniquely-placed split-alignment cluster
chr9	100240241	100242569	+	1	False			uniquely-placed split-alignment cluster
chr9	100297147	100297935	+	1	False			uniquely-placed split-alignment cluster
chr9	100326480	100327786	+	1	False			uniquely-placed split-alignment cluster
chr9	100349373	100352771	+	1	False			uniquely-placed split-alignment cluster
chr9	101390851	101398500	+	1	False			uniquely-placed split-alignment cluster
chr9	101390851	101398500	-	1	False			uniquely-placed split-alignment cluster
chr9	104095553	104096147	+	1	False			uniquely-placed split-alignment cluster
chr9	104114830	104116199	+	1	False			uniquely-placed split-alignment cluster
chr9	104118376	104120026	+	1	False			uniquely-placed split-alignment cluster
chr9	104120163	104123107	+	1	False			uniquely-placed split-alignment cluster
chr9	104120163	104123107	-	1	False			uniquely-placed split-alignment cluster
chr9	104125106	104126640	+	1	False			uniquely-placed split-alignment cluster
chr9	104126785	104127285	+	1	False			uniquely-placed split-alignment cluster
chr9	104129846	104132008	-	2	False			uniquely-placed split-alignment cluster
chr9	104132126	104134414	+	1	False			uniquely-placed split-alignment cluster
chr9	105309867	105335562	+	1	False			uniquely-placed split-alignment cluster
chr9	105309867	105335562	-	2	False			uniquely-placed split-alignment cluster
chr9	105348452	105356211	+	1	False			uniquely-placed split-alignment cluster
chr9	105363008	105364554	+	1	False			uniquely-placed split-alignment cluster
chr9	105365640	105366345	+	1	False			uniquely-placed split-alignment cluster
chr9	105721722	105722533	+	1	False			uniquely-placed split-alignment cluster
chr9	107300223	107302034	+	1	False			uniquely-placed split-alignment cluster
chr9	107306646	107311679	-	1	True			uniquely-placed split-alignment cluster
chr9	107318879	107321981	-	1	True			uniquely-placed split-alignment cluster
chr9	107318880	107321982	+	2	False			uniquely-placed split-alignment cluster
chr9	107322117	107323887	-	1	True			uniquely-placed split-alignment cluster
chr9	107322119	107323889	+	1	False			uniquely-placed split-alignment cluster
chr9	107324015	107324830	-	3	True			uniquely-placed split-alignment cluster
chr9	107324018	107324833	+	1	False			uniquely-placed split-alignment cluster
chr9	107325004	107329541	-	1	True			uniquely-placed split-alignment cluster
chr9	107325005	107329542	+	2	False			uniquely-placed split-alignment cluster
chr9	109036381	109038016	+	2	False			uniquely-placed split-alignment cluster
chr9	110244218	110244775	+	5	True			uniquely-placed split-alignment cluster
chr9	110244843	110250818	+	2	True			uniquely-placed split-alignment cluster
chr9	110244843	110250818	-	1	True			uniquely-placed split-alignment cluster
chr9	110250880	110251357	-	1	False			uniquely-placed split-alignment cluster
chr9	110251463	110256411	+	1	False			uniquely-placed split-alignment cluster
chr9	110251463	110256411	-	3	False			uniquely-placed split-alignment cluster
chr9	111369174	111370434	+	1	False			uniquely-placed split-alignment cluster
chr9	111374038	111375111	+	1	True			uniquely-placed split-alignment cluster
chr9	111385443	111386376	+	1	False			uniquely-placed split-alignment cluster
chr9	111389723	111389982	+	2	True			uniquely-placed split-alignment cluster
chr9	111410213	111410978	+	1	True			uniquely-placed split-alignment cluster
chr9	111414652	111416271	+	1	False			uniquely-placed split-alignment cluster
chr9	111418007	111420016	+	1	False			uniquely-placed split-alignment cluster
chr9	111425497	111425742	+	1	False			uniquely-placed split-alignment cluster
